modelname,foto,colorcode,fullmodelcode,model_id,group,subgroup,category,subcategory,status,season,colorname,service,first_date,cm,codes,Фотосессия 21-54,Фотосессия 21-55,Фотосессия 21-56,Фотосессия 21-57,Фотосессия 21-58,Фотосессия 21-59,Фотосессия 21-60,Фотосессия 21-61,Фотосессия 21-62,Фотосессия 21-63,Фотосессия 21-64,Фотосессия 21-65,Фотосессия 21-66,Фотосессия 21-67,Фотосессия 21-68,received,received_in_cogs,sales,sales_in_cogs,realization,days0,speed_of_sales,amount,margin,was_in_sale,stocks,cogs_x,stock_in_cogs,roa,roa1,roa2,days_w,sales_w,speed_of_sales_w,cover_w,2_a,"Москва, Долгоруковская, 40.",0_a,"Зал (Долгоруковская, 40)",Мск склад Новослободская,"Склад ""Единички"" (Москва, Долгоруковская, 40)",Транзит Москва - Новослободская,Транзит Б.Дорогомиловская - Долгоруковская,"Новая Коллекция (Долгоруковская, 40)",1_a,"Ремонт (Москва, Долгоруковская, 40)","Стирка (Долгоруковская, 40)","Брак (Москва, Долгоруковская, 40)",2_b,"Москва, Большая Дорогомиловская, д.8",0_b,"Зал продаж (Большая Дорогомиловская, 8)","Склад (Большая Дорогомиловская, 8)","Склад ""Единички"" (Большая Дорогомиловская, 8)",Транзит Москва - Дорогомиловская,Транзит Долгоруковская - Б.Дорогомиловская,"Новая Коллекция (Большая Дорогомиловская, 8)",1_b,"Ремонт (Большая Дорогомиловская, 8)","Стирка (Большая Дорогомиловская, 8)","Брак (Большая Дорогомиловская, 8)",2_c,Спб,0_c,"Склад (Спб, Фурштатская, 42)","Транзит Москва - Питер (Спб, распред.)","Зал продаж (Спб, Фурштатская, 42)","Склад Новая Коллекция (Спб, Фурштатская, 42)","Склад ""Единички"" (Спб, Фурштатская, 42)",Транзит Москва - Фурштатская,Транзит Казань - Питер,"Склад Новая Коллекция (Спб, Фурштатская, 42)","Сезон Хранение (Спб, распред.)","Склад ""Нижний"" (Спб, Фурштатская, 42)",1_c,"Ремонт (Спб, Фурштатская, 42)","Стирка (Спб, Фурштатская, 42)","Брак (Спб, Фурштатская, 42)",2_d,"Интернет магазин ""Look Online""",0_d,Склад (Интернет магазин Яковлев),Транзит Москва - ИМ,1_d,Зал продаж (Интернет магазин Яковлев),Стирка (Интернет магазин Яковлев),Ремонт (Интернет магазин Яковлев),Брак (Интернет магазин Яковлев),2_e,Основной магазин,0_e,Мск Склад ответ хранение  (Новый),Мск Сезонное хранение(Новый),Транзит Казань - Москва (Новый),Транзит Питер - Москва,Транзит Новослободская - Москва,Транзит Дорогомиловская - Москва,Транзит ИМ - Москва,Мск Контент склад (Новый),Фотосессия2,Мск на фотосессии (Новый),Склад Sale (центральный склад),Ответ Хран (Нью Лайн),Склад поступлений (ИП Шестаков),Склад поступлений (ИП Козлов),1_e,Склад списания,Мск Ремонт (Новый),Мск Брак (Новый),Товары для Киевской,Товары для Фурштатская,2_f,Китай,0_f,"Казань, Проспект Победы, 33",0_g,"Зал продаж (Казань, Проспект Победы, 33)","Зал продаж - обувь (Казань, Проспект Победы, 33)","Склад (Казань, Проспект Победы, 33)","Склад Лето Сезон Хран(Казань, Проспект Победы, 33)","Сезонное хранение (Казань, Проспект Победы, 33)","Склад ""Единички"" (Казань, Проспект Победы, 33)",Транзит Москва - Казань (Новый),Транзит Питер - Казань,"Новая Коллекция (Казань, Проспект Победы, 33)","Склад Sale (Казань, Проспект Победы, 33)",1_g,Транзит Брак Москва - Казань,"Уценка (Казань, Проспект Победы, 33)","Стирка (Казань, Проспект Победы, 33)","Ремонт (Казань, Проспект Победы, 33)",2_h,"Казань, Декабристов, 8",0_h,"Зал продаж (Казань, Декабристов, 8)","Зал продаж - обувь (Казань, Декабристов, 8)","Сезонное хранение (Казань, Декабристов, 8)","Склад (Казань, Декабристов, 8)","Склад Лето Сезон Хран(Казань, Декабристов, 8)","Новая Коллекция (Казань, Декабристов, 8)","Склад ""Единички"" (Казань, Декабристов, 8)",1_h,"Ремонт (Казань, Декабристов, 8)",2_i,Маркетплейсы,0_i,Склад (wildberries),"Подсорт ""Wildberries""",1_i,Итого,firstprice,firstadd,cogs_y,sal,addsale,sale,curadd,currentpr,provider
Блузка принт зебра ,50a1a6f6-ae57-11eb-9112-7085c281e0ea,,1SBB/008257,ЦБ-00002741,1. Одежда,1.4 Плечевые,"1.4.4 Блузки и рубашки (1 плечевой слой, текстиль)",1.4.4.1 Блузки,Фотосессия 21_036,,Черный,ЦБ-00002741;Черный,2021-05-11 ,1,"28099, 28100, 28101",,,,,,,,,,,,,,,,7,4550.0,6.0,3900.0,0.86,9.0,0.6666666666666666,3594.0,-306.0,1,1.0,650.0,650.0,-0.07,,,7.0,1.0,0.14285714285714285,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1990.0,2.06,650.0,-70.0,-70.0,1.0,-0.0800000000000001,599.0,"ООО ""Эс энд Эй"""
Блузка прозрачная   ,8451fd21-a6a6-11eb-9112-7085c281e0ea,,1SBB/008150,ЦБ-00002686,1. Одежда,1.4 Плечевые,"1.4.4 Блузки и рубашки (1 плечевой слой, текстиль)",1.4.4.1 Блузки,Фотосессия 21_040,,Черный,ЦБ-00002686;Черный,2021-04-30 ,1,27939,,,,,,,,,,,,,,,,1,524.0,1.0,524.0,,3.0,0.3333333333333333,499.0,-25.0,1,0.0,524.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1590.0,2.03,524.0,-69.0,-69.0,1.0,-0.05,499.0,Баярма
Блузка прозрачная длинная спереди,38c4a1fa-d98a-11eb-9112-7085c281e0ea,,1SBB/008617,ЦБ-00003093,1. Одежда,1.4 Плечевые,"1.4.4 Блузки и рубашки (1 плечевой слой, текстиль)",1.4.4.1 Блузки,Фотосессия 21_061,,Черный,ЦБ-00003093;Черный,2021-08-06 ,1,29293,,,,,,,,2021-08-06,,,,,,,,190,112860.0,186.0,110484.0,0.98,24.0,7.75,348556.0,238072.0,1,4.0,594.0,2376.0,2.11,,,7.0,3.0,0.42857142857142855,9.333333333333334,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1890.0,2.18,594.0,0.0,-1.0,0.0,2.18,1890.0,Баярма
Блузка рукава волан с воротником,ffd6f1e8-d9a0-11eb-9112-7085c281e0ea,,1SBB/008628,ЦБ-00003104,1. Одежда,1.4 Плечевые,"1.4.4 Блузки и рубашки (1 плечевой слой, текстиль)",1.4.4.1 Блузки,Фотосессия 21_063,,Черный,ЦБ-00003104;Черный,2021-08-13 ,1,29313,,,,,,,,,,2021-08-13,,,,,,250,134750.0,99.0,53361.0,0.4,22.0,4.5,197010.0,143649.0,1,151.0,539.0,81389.0,1.07,,,7.0,39.0,5.571428571428571,27.102564102564102,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,84.0,0.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,4.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,0.0,5.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,1990.0,2.69,539.0,0.0,0.0,0.0,2.69,1990.0,Баярма
Блузка с длинными рукавами укороченный с завязками,b6e34056-c1f2-11eb-9112-7085c281e0ea,,1SBB/008442,ЦБ-00002918,1. Одежда,1.4 Плечевые,"1.4.4 Блузки и рубашки (1 плечевой слой, текстиль)",1.4.4.1 Блузки,Фотосессия 21_046,,Белый,ЦБ-00002918;Белый,2021-06-15 ,1,"28711, 28712, 28713, 28714",,,,,,,,,,,,,,,,41,22960.0,36.0,20160.0,0.88,42.0,0.8571428571428571,36955.0,16795.0,1,5.0,560.0,2800.0,0.73,,,7.0,5.0,0.7142857142857143,7.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1690.0,2.02,560.0,-50.0,-29.0,1.0,0.52,849.0,"ООО ""Эс энд Эй"""
Блузка с длинными рукавами укороченный со шнуром,ff50a95d-bed8-11eb-9112-7085c281e0ea,,1SBB/008428,ЦБ-00002904,1. Одежда,1.4 Плечевые,"1.4.4 Блузки и рубашки (1 плечевой слой, текстиль)",1.4.4.1 Блузки,Фотосессия 21_046,,Молочный,ЦБ-00002904;Молочный,2021-06-15 ,1,"28655, 28656, 28657",,,,,,,,,,,,,,,,3,1800.0,3.0,1800.0,,7.0,0.42857142857142855,2197.0,397.0,1,0.0,600.0,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990.0,2.32,600.0,-70.0,-50.0,1.0,0.0,599.0,"ООО ""Эс энд Эй"""
Блузка с длинными рукавами укороченный со шнуром,ff50a95d-bed8-11eb-9112-7085c281e0ea,,1SBB/008428,ЦБ-00002904,1. Одежда,1.4 Плечевые,"1.4.4 Блузки и рубашки (1 плечевой слой, текстиль)",1.4.4.1 Блузки,Фотосессия 21_046,,Синий,ЦБ-00002904;Синий,2021-06-15 ,1,"28658, 28659, 28660",,,,,,,,,,,,,,,,8,4800.0,8.0,4800.0,,10.0,0.8,6392.0,1592.0,1,0.0,600.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990.0,2.32,600.0,-70.0,-54.0,1.0,0.0,599.0,"ООО ""Эс энд Эй"""
Блузка с длинными рукавами укороченный со шнуром,ff50a95d-bed8-11eb-9112-7085c281e0ea,,1SBB/008428,ЦБ-00002904,1. Одежда,1.4 Плечевые,"1.4.4 Блузки и рубашки (1 плечевой слой, текстиль)",1.4.4.1 Блузки,Фотосессия 21_046,,Черный,ЦБ-00002904;Черный,2021-06-15 ,1,"28661, 28662, 28663",,,,,,,,,,,,,,,,6,3600.0,6.0,3600.0,,7.0,0.8571428571428571,3594.0,-6.0,1,0.0,600.0,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990.0,2.32,600.0,-70.0,-70.0,1.0,0.0,599.0,"ООО ""Эс энд Эй"""
Блузка с завязками ,69991a27-93c3-11eb-9112-7085c281e0ea,,1SBB/007903,ЦБ-00002525,1. Одежда,1.4 Плечевые,"1.4.4 Блузки и рубашки (1 плечевой слой, текстиль)",1.4.4.1 Блузки,Фотосессия 21_027,,Белый,ЦБ-00002525;Белый,2021-04-13 ,1,27431,,,,,,,,,,,,,,,,1,581.0,1.0,581.0,,1.0,1.0,449.0,-132.0,1,0.0,581.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1490.0,1.56,581.0,-70.0,-70.0,1.0,-0.23,449.0,Баярма
Блузка с завязкой ,7c537a02-5ef5-11eb-9111-7085c281e0ea,,1SBB/007441,ЦБ-00002319,1. Одежда,1.4 Плечевые,"1.4.4 Блузки и рубашки (1 плечевой слой, текстиль)",1.4.4.1 Блузки,Фотосессия 21_017,,Бежевый,ЦБ-00002319;Бежевый,2021-03-10 ,1,26754,,,,,,,,,,,,,,,,0,0.0,0.0,,,0.0,0.0,,,1,0.0,448.0,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1390.0,2.1,448.0,-71.0,,1.0,-0.11,399.0,Баярма
Блузка с отложным воротником ,957f94f2-6ea9-11ea-9106-7085c281e0ea,,1SBB/006453,ЦБ-00001205,1. Одежда,1.4 Плечевые,"1.4.4 Блузки и рубашки (1 плечевой слой, текстиль)",1.4.4.1 Блузки,Фотосессия 21_005,,Коричневый,ЦБ-00001205;Коричневый,2021-01-26 ,1,"22659, 22660",,,,,,,,,,,,,,,,0,0.0,0.0,,,0.0,0.0,,,1,0.0,450.0,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1390.0,2.09,450.0,-50.0,,1.0,0.55,699.0,Саида
Блузка с широким воротником,257238d0-60ae-11eb-9111-7085c281e0ea,,1SBB/007488,ЦБ-00002366,1. Одежда,1.4 Плечевые,"1.4.4 Блузки и рубашки (1 плечевой слой, текстиль)",1.4.4.1 Блузки,Фотосессия 21_025,,Белый,ЦБ-00002366;Белый,2021-02-16 ,1,26842,,,,,,,,,,,,,,,,4,2448.0,3.0,1836.0,0.75,7.0,0.42857142857142855,1346.0,-490.0,1,1.0,612.0,612.0,-0.2,,,7.0,1.0,0.14285714285714285,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1690.0,1.76,612.0,-70.0,-73.0,1.0,-0.18,499.0,Баярма
Блузка скрытые пуговицы внизу  полукруглая с разрезами,91719896-5982-11ea-9105-7085c281e0ea,,1SBB/006387,ЦБ-00001136,1. Одежда,1.4 Плечевые,"1.4.4 Блузки и рубашки (1 плечевой слой, текстиль)",1.4.4.1 Блузки,Фотосессия 3,,Белый,ЦБ-00001136;Белый,2020-05-21 ,1,"22405, 22406, 22407, 22408",,,,,,,,,,,,,,,,0,0.0,0.0,,,0.0,0.0,,,1,0.0,450.0,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1290.0,1.87,450.0,0.0,,0.0,1.87,1290.0,Саида
Блузка укороченная с отложным воротником,84909b0d-5ef4-11eb-9111-7085c281e0ea,,1SBB/007440,ЦБ-00002318,1. Одежда,1.4 Плечевые,"1.4.4 Блузки и рубашки (1 плечевой слой, текстиль)",1.4.4.1 Блузки,Фотосессия 21_015,,Белый,ЦБ-00002318;Белый,2021-03-02 ,1,26753,,,,,,,,,,,,,,,,1,425.0,0.0,,,0.0,0.0,,,1,1.0,425.0,425.0,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1390.0,2.27,425.0,-71.0,,1.0,-0.0599999999999999,399.0,Баярма
Рубашка база5,2b7155f1-5740-11eb-9111-7085c281e0ea,,1SBS/007386,ЦБ-00002263,1. Одежда,1.4 Плечевые,"1.4.4 Блузки и рубашки (1 плечевой слой, текстиль)",1.4.4.2 Рубашки,Фотосессия 21_011,,Белый,ЦБ-00002263;Белый,2021-02-16 ,1,26640,,,,,,,,,,,,,,,,0,0.0,0.0,,,0.0,0.0,,,1,0.0,480.0,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1390.0,1.9,480.0,-50.0,,1.0,0.46,699.0,Баярма
