modelname,foto,colorcode,fullmodelcode,model_id,group,subgroup,category,subcategory,status,season,colorname,service,first_date,cm,codes,Фотосессия 21-54,Фотосессия 21-55,Фотосессия 21-56,Фотосессия 21-57,Фотосессия 21-58,Фотосессия 21-59,Фотосессия 21-60,Фотосессия 21-61,Фотосессия 21-62,Фотосессия 21-63,Фотосессия 21-64,Фотосессия 21-65,Фотосессия 21-66,Фотосессия 21-67,Фотосессия 21-68,received,received_in_cogs,sales,sales_in_cogs,realization,days0,speed_of_sales,amount,margin,was_in_sale,stocks,cogs_x,stock_in_cogs,roa,roa1,roa2,days_w,sales_w,speed_of_sales_w,cover_w,2_a,"Москва, Долгоруковская, 40.",0_a,"Зал (Долгоруковская, 40)",Мск склад Новослободская,"Склад ""Единички"" (Москва, Долгоруковская, 40)",Транзит Москва - Новослободская,Транзит Б.Дорогомиловская - Долгоруковская,"Новая Коллекция (Долгоруковская, 40)",1_a,"Ремонт (Москва, Долгоруковская, 40)","Стирка (Долгоруковская, 40)","Брак (Москва, Долгоруковская, 40)",2_b,"Москва, Большая Дорогомиловская, д.8",0_b,"Зал продаж (Большая Дорогомиловская, 8)","Склад (Большая Дорогомиловская, 8)","Склад ""Единички"" (Большая Дорогомиловская, 8)",Транзит Москва - Дорогомиловская,Транзит Долгоруковская - Б.Дорогомиловская,"Новая Коллекция (Большая Дорогомиловская, 8)",1_b,"Ремонт (Большая Дорогомиловская, 8)","Стирка (Большая Дорогомиловская, 8)","Брак (Большая Дорогомиловская, 8)",2_c,Спб,0_c,"Склад (Спб, Фурштатская, 42)","Транзит Москва - Питер (Спб, распред.)","Зал продаж (Спб, Фурштатская, 42)","Склад Новая Коллекция (Спб, Фурштатская, 42)","Склад ""Единички"" (Спб, Фурштатская, 42)",Транзит Москва - Фурштатская,Транзит Казань - Питер,"Склад Новая Коллекция (Спб, Фурштатская, 42)","Сезон Хранение (Спб, распред.)","Склад ""Нижний"" (Спб, Фурштатская, 42)",1_c,"Ремонт (Спб, Фурштатская, 42)","Стирка (Спб, Фурштатская, 42)","Брак (Спб, Фурштатская, 42)",2_d,"Интернет магазин ""Look Online""",0_d,Склад (Интернет магазин Яковлев),Транзит Москва - ИМ,1_d,Зал продаж (Интернет магазин Яковлев),Стирка (Интернет магазин Яковлев),Ремонт (Интернет магазин Яковлев),Брак (Интернет магазин Яковлев),2_e,Основной магазин,0_e,Мск Склад ответ хранение  (Новый),Мск Сезонное хранение(Новый),Транзит Казань - Москва (Новый),Транзит Питер - Москва,Транзит Новослободская - Москва,Транзит Дорогомиловская - Москва,Транзит ИМ - Москва,Мск Контент склад (Новый),Фотосессия2,Мск на фотосессии (Новый),Склад Sale (центральный склад),Ответ Хран (Нью Лайн),Склад поступлений (ИП Шестаков),Склад поступлений (ИП Козлов),1_e,Склад списания,Мск Ремонт (Новый),Мск Брак (Новый),Товары для Киевской,Товары для Фурштатская,2_f,Китай,0_f,"Казань, Проспект Победы, 33",0_g,"Зал продаж (Казань, Проспект Победы, 33)","Зал продаж - обувь (Казань, Проспект Победы, 33)","Склад (Казань, Проспект Победы, 33)","Склад Лето Сезон Хран(Казань, Проспект Победы, 33)","Сезонное хранение (Казань, Проспект Победы, 33)","Склад ""Единички"" (Казань, Проспект Победы, 33)",Транзит Москва - Казань (Новый),Транзит Питер - Казань,"Новая Коллекция (Казань, Проспект Победы, 33)","Склад Sale (Казань, Проспект Победы, 33)",1_g,Транзит Брак Москва - Казань,"Уценка (Казань, Проспект Победы, 33)","Стирка (Казань, Проспект Победы, 33)","Ремонт (Казань, Проспект Победы, 33)",2_h,"Казань, Декабристов, 8",0_h,"Зал продаж (Казань, Декабристов, 8)","Зал продаж - обувь (Казань, Декабристов, 8)","Сезонное хранение (Казань, Декабристов, 8)","Склад (Казань, Декабристов, 8)","Склад Лето Сезон Хран(Казань, Декабристов, 8)","Новая Коллекция (Казань, Декабристов, 8)","Склад ""Единички"" (Казань, Декабристов, 8)",1_h,"Ремонт (Казань, Декабристов, 8)",2_i,Маркетплейсы,0_i,Склад (wildberries),"Подсорт ""Wildberries""",1_i,Итого,firstprice,firstadd,cogs_y,sal,addsale,sale,curadd,currentpr,provider
Брюки однотонные с защипами 2,272996dd-dfd2-11eb-9112-7085c281e0ea,,1WPT/008671,ЦБ-00003147,1. Одежда,1.1 Поясные,1.1.1 Брюки и леггинсы,1.1.1.1 Брюки классические,Фотосессия 21_062,,Светло-бежевый,ЦБ-00003147;Светло-бежевый,2021-07-30 ,1,"29432, 29433, 29434",,,,,,2021-07-30,,,2021-08-10,,,,,,,141,138603.0,67.0,65861.0,0.48,34.0,1.9705882352941178,208136.0,142275.0,1,74.0,983.0,72742.0,1.03,,,7.0,21.0,3.0,24.666666666666668,0.0,18.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,10.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,27.0,0.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,5.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,3490.0,2.55,983.0,-30.0,-10.0,1.0,1.49,2449.0,Баярма
Брюки однотонные с защипами 2,272996dd-dfd2-11eb-9112-7085c281e0ea,,1WPT/008671,ЦБ-00003147,1. Одежда,1.1 Поясные,1.1.1 Брюки и леггинсы,1.1.1.1 Брюки классические,Фотосессия 21_065,,Черный,ЦБ-00003147;Черный,2021-08-20 ,1,"29435, 29436, 29437",,,,,,,,,,,,2021-08-20,,,,122,119926.0,67.0,65861.0,0.55,13.0,5.153846153846154,233830.0,167969.0,1,55.0,983.0,54065.0,1.4,,,7.0,45.0,6.428571428571429,8.555555555555555,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,11.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,19.0,0.0,9.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,3490.0,2.55,983.0,0.0,0.0,0.0,2.55,3490.0,Баярма
Брюки прямые 1,71f4a6f5-b49d-11eb-9112-7085c281e0ea,,1WPT/008320,ЦБ-00002802,1. Одежда,1.1 Поясные,1.1.1 Брюки и леггинсы,1.1.1.1 Брюки классические,Фотосессия 21_041,,Голубой,ЦБ-00002802;Голубой,2021-05-28 ,1,"28318, 28319, 28320",,,,,,,,,,,,,,,,13,11817.0,12.0,10908.0,0.92,11.0,1.0909090909090908,8988.0,-1920.0,1,1.0,909.0,909.0,-0.16,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,2490.0,1.74,909.0,-70.0,-70.0,1.0,-0.18,749.0,Баярма
Брюки прямые 1,71f4a6f5-b49d-11eb-9112-7085c281e0ea,,1WPT/008320,ЦБ-00002802,1. Одежда,1.1 Поясные,1.1.1 Брюки и леггинсы,1.1.1.1 Брюки классические,Фотосессия 21_046,,Молочный,ЦБ-00002802;Молочный,2021-05-28 ,1,"28312, 28313, 28314",,,,,,,,,,,,,,,,12,10908.0,11.0,9999.0,0.92,42.0,0.2619047619047619,12239.0,2240.0,1,1.0,909.0,909.0,0.21,,,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,2490.0,1.74,909.0,-70.0,-30.0,1.0,-0.18,749.0,Баярма
Брюки прямые 1,71f4a6f5-b49d-11eb-9112-7085c281e0ea,,1WPT/008320,ЦБ-00002802,1. Одежда,1.1 Поясные,1.1.1 Брюки и леггинсы,1.1.1.1 Брюки классические,Фотосессия 21_046,,Черный,ЦБ-00002802;Черный,2021-05-28 ,1,"28315, 28316, 28317",,,,,,,,,,,,,,,,3,2727.0,3.0,2727.0,,5.0,0.6,2247.0,-480.0,1,0.0,909.0,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,2490.0,1.74,909.0,-70.0,-70.0,1.0,-0.18,749.0,Баярма
Брюки прямые косая молния 1,dc696060-e0b6-11eb-9112-7085c281e0ea,,1WPT/008684,ЦБ-00003160,1. Одежда,1.1 Поясные,1.1.1 Брюки и леггинсы,1.1.1.1 Брюки классические,Фотосессия 21_061,,Серый,ЦБ-00003160;Серый,2021-08-07 ,1,"29472, 29473, 29474",,,,,,,,2021-08-06,,,,,,,,145,156310.0,31.0,33418.0,0.21,27.0,1.1481481481481481,93036.0,59618.0,1,114.0,1078.0,122892.0,0.38,,,7.0,12.0,1.7142857142857142,66.5,0.0,21.0,0.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,19.0,0.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,24.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,5.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,0.0,18.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,3490.0,2.24,1078.0,-30.0,0.0,1.0,1.27,2449.0,Баярма
Брюки прямые на защипах,83e5bfff-ebbf-11eb-9113-7085c281e0ea,,1WPT/008713,ЦБ-00003189,1. Одежда,1.1 Поясные,1.1.1 Брюки и леггинсы,1.1.1.1 Брюки классические,,,Кофейный,ЦБ-00003189;Кофейный,NaT,1,"29582, 29583, 29584",,,,,,,,,,,,,,,,161,134113.0,0.0,,,0.0,0.0,,,1,161.0,833.0,134113.0,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,2990.0,2.59,833.0,0.0,,0.0,2.59,2990.0,Баярма
Брюки прямые на защипах,83e5bfff-ebbf-11eb-9113-7085c281e0ea,,1WPT/008713,ЦБ-00003189,1. Одежда,1.1 Поясные,1.1.1 Брюки и леггинсы,1.1.1.1 Брюки классические,Фотосессия 21_065,,Черный,ЦБ-00003189;Черный,2021-08-20 ,1,"29579, 29580, 29581",,,,,,,,,,,,2021-08-20,,,,159,132447.0,90.0,74970.0,0.57,13.0,6.923076923076923,267935.0,192965.0,1,69.0,833.0,57477.0,1.46,,,7.0,78.0,11.142857142857142,6.1923076923076925,0.0,20.0,0.0,10.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,10.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,2990.0,2.59,833.0,0.0,0.0,0.0,2.59,2990.0,Баярма
Брюки прямые со стрелками,f2079ac6-c848-11eb-9112-7085c281e0ea,,1WPT/008507,ЦБ-00002983,1. Одежда,1.1 Поясные,1.1.1 Брюки и леггинсы,1.1.1.1 Брюки классические,Фотосессия 21_048,,Бежевый,ЦБ-00002983;Бежевый,2021-06-22 ,1,"28965, 28966, 28967",,,,,,,,,,,,,,,,89,62300.0,89.0,62300.0,,36.0,2.4722222222222223,109049.0,46749.0,1,0.0,700.0,,,,,7.0,1.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,60.0,0.0,0.0,0.0,2490.0,2.56,700.0,-50.0,-50.0,1.0,0.78,1249.0,"ООО ""Эс энд Эй"""
Брюки прямые со стрелками,f2079ac6-c848-11eb-9112-7085c281e0ea,,1WPT/008507,ЦБ-00002983,1. Одежда,1.1 Поясные,1.1.1 Брюки и леггинсы,1.1.1.1 Брюки классические,Фотосессия 21_049,,Серый,ЦБ-00002983;Серый,2021-06-25 ,1,"28968, 28969, 28970",,,,,,,,,,,,,,,,169,118300.0,161.0,112700.0,0.95,42.0,3.8333333333333335,211999.0,99299.0,1,8.0,700.0,5600.0,0.84,,,7.0,20.0,2.857142857142857,2.8,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2490.0,2.56,700.0,-50.0,-43.0,1.0,0.78,1249.0,"ООО ""Эс энд Эй"""
Брюки прямые со стрелками,f2079ac6-c848-11eb-9112-7085c281e0ea,,1WPT/008507,ЦБ-00002983,1. Одежда,1.1 Поясные,1.1.1 Брюки и леггинсы,1.1.1.1 Брюки классические,Фотосессия 21_049,,Черный,ЦБ-00002983;Черный,2021-06-25 ,1,"28962, 28963, 28964",,,,,,,,,,,,,,,,134,93800.0,131.0,91700.0,0.98,42.0,3.119047619047619,173840.0,82140.0,1,3.0,700.0,2100.0,0.88,,,7.0,7.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2490.0,2.56,700.0,-50.0,-46.0,1.0,0.78,1249.0,"ООО ""Эс энд Эй"""
Брюки прямые со стрелкой 1,20695956-d9ae-11eb-9112-7085c281e0ea,,1WPT/008640,ЦБ-00003116,1. Одежда,1.1 Поясные,1.1.1 Брюки и леггинсы,1.1.1.1 Брюки классические,Фотосессия 21_065,,Бежевый,ЦБ-00003116;Бежевый,2021-07-30 ,1,"29334, 29335",,,,,,2021-07-30,2021-08-03,,,,,2021-08-20,,,,156,103740.0,124.0,82460.0,0.79,34.0,3.6470588235294117,245354.0,162894.0,1,32.0,665.0,21280.0,1.57,,,7.0,17.0,2.4285714285714284,13.176470588235295,0.0,5.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1990.0,1.99,665.0,0.0,-1.0,0.0,1.99,1990.0,Баярма
Брюки прямые со стрелкой 1,20695956-d9ae-11eb-9112-7085c281e0ea,,1WPT/008640,ЦБ-00003116,1. Одежда,1.1 Поясные,1.1.1 Брюки и леггинсы,1.1.1.1 Брюки классические,,,Черный,ЦБ-00003116;Черный,NaT,1,"29332, 29333",,,,,,,,,,,,,,,,160,106400.0,0.0,,,0.0,0.0,,,1,160.0,665.0,106400.0,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,1990.0,1.99,665.0,0.0,,0.0,1.99,1990.0,Баярма
Брюки ремень с широкой пряжкой,0ac32544-3516-11ea-9103-7085c281e0ea,,1WPT/006211,ЦБ-00001003,1. Одежда,1.1 Поясные,1.1.1 Брюки и леггинсы,1.1.1.1 Брюки классические,Август,,Темно-синий,ЦБ-00001003;Темно-синий,2020-02-14 ,1,"21837, 21838, 21839, 21840",,,,,,,,,,,,,,,,1,538.0,1.0,538.0,,3.0,0.3333333333333333,449.0,-89.0,1,0.0,538.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1490.0,1.77,538.0,-70.0,-70.0,1.0,-0.17,449.0,Баярма
Брюки ремень с широкой пряжкой,0ac32544-3516-11ea-9103-7085c281e0ea,,1WPT/006211,ЦБ-00001003,1. Одежда,1.1 Поясные,1.1.1 Брюки и леггинсы,1.1.1.1 Брюки классические,Фотосессия 1,,серо-бежевый,ЦБ-00001003;серо-бежевый,2020-02-25 ,1,"21833, 21834, 21835, 21836",,,,,,,,,,,,,,,,0,0.0,0.0,,,0.0,0.0,,,1,0.0,538.0,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1490.0,1.77,538.0,0.0,,0.0,1.77,1490.0,Баярма
